metric,algorithm,mean,median,std,ci_low,ci_high
function_recovery_rmse,random,0.08671505747699636,0.0767929421490435,0.03643670603083269,0.07367634967833891,0.0997537652756538
function_recovery_rmse,uncertainty,0.07220905471677506,0.06749908097812776,0.023743931922304763,0.06371239779986904,0.0807057116336811
function_recovery_rmse,diversity,0.06475112349320168,0.06194030569495308,0.018142080815210643,0.05825906325018759,0.07124318373621577
function_recovery_rmse,echo_v0,0.0688121367861129,0.06211548025402283,0.02746632444218142,0.058983438813203906,0.07864083475902191
function_recovery_rmse,echo_no_sequential,0.20406841167823522,0.12278859428502781,0.20154144939241694,0.13194773024995365,0.2761890931065168
prediction_error,random,0.08671505747699636,0.0767929421490435,0.03643670603083269,0.07367634967833891,0.0997537652756538
prediction_error,uncertainty,0.07220905471677506,0.06749908097812776,0.023743931922304763,0.06371239779986904,0.0807057116336811
prediction_error,diversity,0.06475112349320168,0.06194030569495308,0.018142080815210643,0.05825906325018759,0.07124318373621577
prediction_error,echo_v0,0.0688121367861129,0.06211548025402283,0.02746632444218142,0.058983438813203906,0.07864083475902191
prediction_error,echo_no_sequential,0.20406841167823522,0.12278859428502781,0.20154144939241694,0.13194773024995365,0.2761890931065168
parameter_recovery_rmse,random,0.022815122309069808,0.022498090689801693,0.012911374360957408,0.01819484633162153,0.027435398286518087
parameter_recovery_rmse,uncertainty,0.014003695973486321,0.014274845907671033,0.007488634260905884,0.01132392261921159,0.01668346932776105
parameter_recovery_rmse,diversity,0.0166530837073157,0.01647312174036136,0.008793391990041219,0.013506408796027568,0.019799758618603835
parameter_recovery_rmse,echo_v0,0.014972698194330981,0.015129761180757319,0.0068004488850595644,0.012539188814065768,0.017406207574596197
parameter_recovery_rmse,echo_no_sequential,0.026695779764779208,0.0247721992985441,0.020796901631480375,0.01925370409359105,0.03413785543596737
probe_entropy,random,-395.1239660546915,-401.51498076262635,16.196825211188546,-400.91992551974056,-389.3280065896424
probe_entropy,uncertainty,-400.48563784763127,-405.1014197744909,14.624274127430406,-405.71886713443,-395.2524085608325
