metric,algorithm,mean,median,std,ci_low,ci_high
function_recovery_rmse,random,0.8426114445634969,0.8248116547580482,0.16587902055299725,0.7832523993993203,0.9019704897276735
function_recovery_rmse,uncertainty,0.6456653681417381,0.6329866326433582,0.07753924593140364,0.6179183053372055,0.6734124309462708
function_recovery_rmse,diversity,0.6266090347689937,0.6228878334125512,0.0535012931930651,0.6074638428791346,0.6457542266588527
function_recovery_rmse,echo_v0,0.6550828044567837,0.6493235908865842,0.06110628577984154,0.6332162009204925,0.6769494079930749
prediction_error,random,0.8426114445634969,0.8248116547580482,0.16587902055299725,0.7832523993993203,0.9019704897276735
prediction_error,uncertainty,0.6456653681417381,0.6329866326433582,0.07753924593140364,0.6179183053372055,0.6734124309462708
prediction_error,diversity,0.6266090347689937,0.6228878334125512,0.0535012931930651,0.6074638428791346,0.6457542266588527
prediction_error,echo_v0,0.6550828044567837,0.6493235908865842,0.06110628577984154,0.6332162009204925,0.6769494079930749
parameter_recovery_rmse,random,1.1447505598817571,1.1285428988659723,0.09440769690163575,1.1109671994209347,1.1785339203425795
parameter_recovery_rmse,uncertainty,1.0923028967072277,1.0786079120198058,0.08297984956779264,1.0626089388951396,1.1219968545193157
parameter_recovery_rmse,diversity,1.0901070003727662,1.08458336717419,0.05958796673397096,1.0687837203292048,1.1114302804163276
parameter_recovery_rmse,echo_v0,1.1006477911691634,1.0875145282933123,0.08106956828661452,1.0716374187343445,1.1296581636039824
probe_entropy,random,-139.85885885921707,-128.7124781636793,74.22364506425038,-166.41944913115572,-113.29826858727841
probe_entropy,uncertainty,-193.23685519922765,-216.19979022814144,51.06490482167465,-211.51019670744887,-174.96351369100643
probe_entropy,diversity,-208.4515385794715,-217.4855395276454,46.44768502738717,-225.07262920395618,-191.83044795498682
probe_entropy,echo_v0,-204.5361003601383,-215.7804314070396,44.41068239816429,-220.42825895533747,-188.64394176493914
mean_predictive_std,random,0.47585878463799675,0.44815777263668755,0.14311333616760427,0.4246463350054364,0.527071234270557
mean_predictive_std,uncertainty,0.45499906993645606,0.4467343824262183,0.07081714661967162,0.4296574794774494,0.4803406603954627
mean_predictive_std,diversity,0.4264640178133303,0.45156597023604206,0.08101968934633687,0.39747149432805784,0.4554565412986028
mean_predictive_std,echo_v0,0.40615592378666515,0.4214835060792579,0.11612123039165703,0.3646024751566987,0.4477093724166316
region_coverage,random,1.0,1.0,0.0,1.0,1.0
region_coverage,uncertainty,1.0,1.0,0.0,1.0,1.0
region_coverage,diversity,1.0,1.0,0.0,1.0,1.0
region_coverage,echo_v0,1.0,1.0,0.0,1.0,1.0
mean_region_rmse,random,0.7686228417523093,0.7630581633686397,0.14043643233885444,0.7183683098524508,0.8188773736521678
mean_region_rmse,uncertainty,0.5933405684509393,0.5902668702032704,0.07031589948208924,0.5681783469765033,0.6185027899253753
mean_region_rmse,diversity,0.5755968814963689,0.5680374603771465,0.045835722626719116,0.559194778804529,0.5919989841882088
mean_region_rmse,echo_v0,0.6047720988361885,0.6031947474320232,0.04478000782299244,0.5887477788350468,0.6207964188373303
total_cost,random,20.0,20.0,0.0,20.0,20.0
total_cost,uncertainty,20.0,20.0,0.0,20.0,20.0
total_cost,diversity,20.0,20.0,0.0,20.0,20.0
total_cost,echo_v0,20.0,20.0,0.0,20.0,20.0
cost_efficiency_rmse,random,0.04213057222817485,0.04124058273790241,0.008293951027649862,0.03916261996996602,0.045098524486383684
cost_efficiency_rmse,uncertainty,0.03228326840708691,0.031649331632167904,0.0038769622965701823,0.030895915266860276,0.033670621547313546
cost_efficiency_rmse,diversity,0.03133045173844969,0.031144391670627557,0.002675064659653255,0.03037319214395674,0.03228771133294264
cost_efficiency_rmse,echo_v0,0.03275414022283919,0.03246617954432921,0.003055314288992077,0.03166081004602463,0.03384747039965375
discovery_efficiency_rmse,random,0.04213057222817485,0.04124058273790241,0.008293951027649862,0.03916261996996602,0.045098524486383684
discovery_efficiency_rmse,uncertainty,0.03228326840708691,0.031649331632167904,0.0038769622965701823,0.030895915266860276,0.033670621547313546
discovery_efficiency_rmse,diversity,0.03133045173844969,0.031144391670627557,0.002675064659653255,0.03037319214395674,0.03228771133294264
discovery_efficiency_rmse,echo_v0,0.03275414022283919,0.03246617954432921,0.003055314288992077,0.03166081004602463,0.03384747039965375
